policy_id,customer_age,property_value,premium_amount,property_location,construction_type,fire_alarm_installed,claim_amount,is_fraud
463,38,4121,66.31,Urban,Kayu,Tidak,0.0,0
464,18,4450,45.34,Urban,Kayu,Ya,0.0,0
465,57,1630,22.46,Rural,Beton,Tidak,0.0,0
466,30,1866,17.32,Urban,Kayu,Ya,0.0,0
467,22,3255,42.36,Urban,Beton,Tidak,0.0,0
468,33,3962,56.84,Suburban,Beton,Ya,0.0,0
469,39,3863,24.78,Rural,Beton,Ya,0.0,0
470,49,2346,37.61,Urban,Beton,Ya,0.0,0
471,34,2730,36.43,Urban,Beton,Ya,0.0,0
472,34,1757,21.88,Rural,Kayu,Tidak,0.0,0
473,57,4140,78.76,Urban,Beton,Ya,0.0,0
474,40,1378,9.46,Suburban,Beton,Tidak,0.0,0
475,52,1071,11.52,Suburban,Kayu,Ya,0.0,0
476,23,1421,15.68,Urban,Campuran,Ya,0.0,0
477,65,2653,15.77,Suburban,Beton,Tidak,1787.17,1
478,24,729,6.0,Suburban,Kayu,Tidak,0.0,0
479,67,2340,41.72,Suburban,Campuran,Ya,0.0,0
480,20,3981,27.37,Suburban,Beton,Ya,0.0,0
481,31,1173,19.68,Suburban,Kayu,Ya,1059.3,1
482,32,4562,82.39,Suburban,Kayu,Ya,0.0,0
483,54,1429,21.05,Urban,Campuran,Ya,0.0,0
484,68,1151,21.63,Rural,Beton,Tidak,0.0,0
485,60,605,6.34,Suburban,Campuran,Ya,0.0,0
486,62,3477,27.95,Suburban,Beton,Tidak,0.0,0
487,47,1643,23.65,Rural,Kayu,Ya,0.0,0
488,74,2635,32.75,Suburban,Kayu,Ya,0.0,0
489,67,3760,65.14,Urban,Campuran,Ya,0.0,0
490,68,3989,47.08,Rural,Kayu,Ya,0.0,0
491,70,921,15.4,Rural,Campuran,Tidak,0.0,0
492,29,4078,48.07,Urban,Kayu,Tidak,0.0,0
493,69,3008,41.97,Urban,Beton,Ya,0.0,0
494,23,848,15.1,Suburban,Kayu,Tidak,0.0,0
495,18,3024,24.91,Rural,Kayu,Ya,2414.04,0
496,72,4487,73.12,Rural,Beton,Ya,0.0,0
497,23,1452,15.25,Urban,Kayu,Tidak,470.25,1
498,28,1829,11.12,Urban,Kayu,Ya,0.0,0
499,49,4639,42.96,Rural,Beton,Ya,0.0,0
500,70,3683,43.54,Urban,Beton,Tidak,0.0,0
501,26,575,10.2,Suburban,Beton,Tidak,0.0,0
502,55,1811,23.64,Suburban,Beton,Ya,0.0,0
503,69,4405,72.3,Urban,Kayu,Tidak,0.0,0
504,44,4081,63.11,Rural,Kayu,Ya,0.0,0
505,37,2744,16.04,Rural,Beton,Tidak,0.0,0
506,74,845,14.53,Urban,Campuran,Ya,376.3,1
507,20,3987,71.02,Urban,Campuran,Tidak,2165.13,1
508,21,3016,50.63,Suburban,Beton,Tidak,0.0,0
509,28,4377,84.45,Rural,Beton,Tidak,0.0,0
510,61,1577,9.33,Urban,Beton,Ya,0.0,0
511,51,4866,69.96,Urban,Beton,Ya,0.0,0
512,67,3424,20.59,Suburban,Beton,Ya,0.0,0
513,42,382,6.61,Urban,Beton,Ya,316.37,1
514,39,155,1.2,Urban,Kayu,Ya,0.0,0
515,46,4329,48.8,Rural,Campuran,Tidak,0.0,0
516,50,514,10.04,Suburban,Beton,Ya,0.0,0
517,50,400,7.84,Rural,Beton,Ya,321.3,1
518,23,739,3.92,Urban,Kayu,Ya,0.0,0
519,65,5000,47.16,Suburban,Beton,Ya,0.0,0
520,32,3325,31.33,Suburban,Kayu,Ya,0.0,0
521,27,844,4.3,Suburban,Beton,Ya,0.0,0
522,62,302,5.44,Urban,Beton,Tidak,0.0,0
523,26,2225,21.42,Rural,Kayu,Ya,0.0,0
524,32,2797,50.25,Suburban,Kayu,Ya,0.0,0
525,23,267,3.88,Suburban,Kayu,Ya,0.0,0
526,70,2010,34.36,Suburban,Beton,Ya,0.0,0
527,53,571,8.32,Rural,Kayu,Ya,474.76,0
528,26,3771,20.14,Suburban,Beton,Ya,3691.87,1
529,59,4702,31.93,Suburban,Beton,Ya,0.0,0
530,69,2632,49.31,Suburban,Beton,Ya,0.0,0
531,44,408,2.87,Urban,Beton,Ya,0.0,0
532,43,2868,27.74,Rural,Beton,Ya,0.0,0
533,27,2492,36.71,Urban,Kayu,Ya,0.0,0
534,66,2566,46.43,Urban,Beton,Tidak,0.0,0
535,46,4485,63.54,Rural,Beton,Tidak,0.0,0
536,65,401,2.05,Urban,Kayu,Ya,0.0,0
537,31,4754,28.46,Urban,Kayu,Ya,0.0,0
538,52,1299,23.4,Urban,Beton,Ya,0.0,0
539,40,2904,19.04,Suburban,Kayu,Ya,0.0,0
540,29,1298,12.98,Rural,Kayu,Tidak,0.0,0
541,56,2226,23.64,Suburban,Beton,Ya,0.0,0
542,64,3769,27.06,Rural,Beton,Tidak,0.0,0
543,42,2070,41.2,Suburban,Campuran,Ya,0.0,0
544,73,1443,17.01,Suburban,Beton,Tidak,0.0,0
545,18,4048,22.77,Suburban,Beton,Tidak,0.0,0
546,37,1400,17.72,Suburban,Kayu,Tidak,0.0,0
547,38,4268,26.25,Suburban,Beton,Tidak,0.0,0
548,67,4433,65.09,Urban,Kayu,Ya,0.0,0
549,66,3787,28.86,Urban,Beton,Tidak,0.0,0
550,45,354,2.58,Suburban,Kayu,Ya,0.0,0
551,66,2309,36.12,Suburban,Beton,Tidak,0.0,0
552,43,2213,19.3,Suburban,Kayu,Tidak,0.0,0
553,64,1884,12.08,Rural,Beton,Ya,0.0,0
554,53,2029,33.98,Suburban,Beton,Ya,0.0,0
555,51,2447,29.37,Suburban,Beton,Ya,0.0,0
556,37,4396,26.66,Suburban,Beton,Ya,0.0,0
557,30,3965,68.26,Suburban,Kayu,Tidak,0.0,0
558,51,202,1.21,Suburban,Beton,Tidak,136.47,0
559,63,1996,32.91,Suburban,Beton,Tidak,0.0,0
560,40,1380,23.99,Urban,Beton,Ya,0.0,0
561,43,2530,17.86,Urban,Campuran,Tidak,0.0,0
562,54,318,3.97,Rural,Campuran,Ya,0.0,0
563,23,1838,27.14,Rural,Kayu,Tidak,0.0,0
564,39,3069,26.97,Urban,Beton,Ya,0.0,0
565,57,281,2.37,Urban,Kayu,Ya,0.0,0
566,51,2680,51.67,Suburban,Beton,Ya,0.0,0
567,55,895,17.16,Rural,Beton,Ya,0.0,0
568,20,340,4.36,Urban,Beton,Tidak,0.0,0
569,26,2052,19.29,Rural,Beton,Tidak,0.0,0
570,30,914,12.84,Urban,Beton,Ya,0.0,0
571,40,4615,39.01,Rural,Kayu,Ya,1704.56,1
572,28,4460,76.1,Suburban,Kayu,Ya,0.0,0
573,59,4655,55.12,Urban,Kayu,Ya,0.0,0
574,18,222,1.69,Urban,Kayu,Tidak,0.0,0
575,65,3624,32.11,Rural,Campuran,Tidak,0.0,0
576,48,2033,24.47,Suburban,Beton,Tidak,0.0,0
577,32,3255,22.8,Urban,Beton,Ya,0.0,0
578,27,2925,35.72,Suburban,Beton,Tidak,0.0,0
579,72,3067,32.07,Rural,Beton,Tidak,0.0,0
580,27,3312,34.9,Urban,Campuran,Ya,0.0,0
581,32,554,3.45,Suburban,Beton,Ya,506.61,1
582,44,1685,24.69,Urban,Kayu,Tidak,0.0,0
583,18,4168,29.43,Urban,Beton,Ya,0.0,0
584,29,4630,32.23,Urban,Beton,Ya,0.0,0
585,41,1426,20.41,Rural,Campuran,Tidak,0.0,0
586,20,3799,54.22,Suburban,Beton,Ya,0.0,0
587,63,3356,59.01,Suburban,Beton,Tidak,0.0,0
588,50,1780,26.21,Suburban,Kayu,Ya,0.0,0
589,52,3851,52.95,Rural,Kayu,Ya,0.0,0
590,52,1006,14.58,Suburban,Kayu,Ya,0.0,0
591,52,3840,51.73,Rural,Beton,Ya,0.0,0
592,34,4689,50.19,Urban,Kayu,Tidak,3466.9,1
593,38,2266,29.93,Urban,Campuran,Ya,0.0,0
594,32,4435,52.07,Urban,Beton,Tidak,0.0,0
595,55,1546,30.05,Urban,Beton,Tidak,1329.03,1
596,52,4627,72.18,Rural,Campuran,Ya,0.0,0
597,64,3657,55.67,Urban,Campuran,Ya,0.0,0
598,61,3609,45.4,Rural,Kayu,Ya,0.0,0
599,38,1097,13.79,Suburban,Kayu,Tidak,0.0,0
600,42,676,6.97,Rural,Campuran,Ya,231.74,0
601,58,1954,14.94,Rural,Kayu,Tidak,0.0,0
602,47,3211,34.56,Suburban,Kayu,Tidak,0.0,0
603,51,1944,32.68,Rural,Beton,Tidak,0.0,0
604,33,1978,38.66,Urban,Kayu,Ya,0.0,0
605,19,986,8.77,Rural,Beton,Ya,423.06,0
606,54,2930,57.3,Urban,Kayu,Ya,0.0,0
607,60,3914,61.9,Suburban,Beton,Ya,0.0,0
608,35,4104,49.83,Urban,Beton,Ya,0.0,0
609,71,2789,20.98,Urban,Kayu,Tidak,0.0,0
610,24,3456,67.96,Urban,Kayu,Ya,0.0,0
611,44,3695,61.1,Rural,Beton,Ya,0.0,0
612,72,2231,21.2,Suburban,Kayu,Ya,0.0,0
613,40,1236,16.45,Urban,Beton,Tidak,0.0,0
614,19,3458,37.73,Urban,Kayu,Ya,0.0,0
615,33,4795,63.83,Urban,Beton,Ya,0.0,0
616,69,3441,51.98,Suburban,Campuran,Ya,0.0,0
617,35,3688,54.8,Urban,Kayu,Ya,2119.32,1
618,69,1166,9.83,Urban,Beton,Ya,0.0,0
619,18,4661,81.64,Suburban,Campuran,Tidak,0.0,0
620,47,2272,23.31,Rural,Beton,Ya,0.0,0
621,58,2202,30.57,Urban,Beton,Ya,0.0,0
622,50,1630,23.15,Suburban,Beton,Tidak,0.0,0
623,48,4276,34.07,Suburban,Beton,Ya,0.0,0
624,28,3275,27.39,Suburban,Beton,Tidak,2065.4,1
625,60,2875,55.0,Rural,Kayu,Tidak,0.0,0
626,72,3460,46.09,Rural,Kayu,Ya,0.0,0
627,65,4198,38.0,Urban,Campuran,Tidak,0.0,0
628,55,1167,16.33,Suburban,Kayu,Ya,0.0,0
629,64,1633,27.34,Rural,Campuran,Tidak,0.0,0
630,24,3302,20.84,Suburban,Campuran,Tidak,0.0,0
631,29,1181,21.68,Urban,Beton,Ya,0.0,0
632,74,4536,28.24,Rural,Beton,Ya,0.0,0
633,50,1701,23.69,Rural,Kayu,Ya,0.0,0
634,70,1128,15.77,Suburban,Campuran,Ya,0.0,0
635,70,1174,16.05,Urban,Beton,Ya,0.0,0
636,25,563,4.32,Urban,Beton,Ya,0.0,0
637,31,4602,60.75,Urban,Kayu,Ya,0.0,0
638,24,4720,72.92,Suburban,Beton,Ya,0.0,0
639,32,2538,27.18,Rural,Campuran,Ya,0.0,0
640,54,2078,11.17,Suburban,Beton,Ya,0.0,0
641,26,3869,55.1,Rural,Campuran,Ya,0.0,0
642,48,1831,36.0,Suburban,Beton,Tidak,0.0,0
643,54,4554,55.76,Urban,Beton,Ya,3634.55,1
644,49,3740,53.17,Suburban,Kayu,Ya,0.0,0
645,54,2894,55.66,Suburban,Beton,Ya,0.0,0
646,31,4643,73.04,Suburban,Campuran,Tidak,0.0,0
647,69,1155,17.83,Rural,Beton,Ya,0.0,0
648,39,4389,31.87,Suburban,Kayu,Tidak,3041.91,1
649,34,1449,10.06,Rural,Beton,Ya,0.0,0
650,63,4785,73.72,Urban,Kayu,Tidak,0.0,0
651,25,2341,15.93,Urban,Beton,Tidak,0.0,0
652,69,4110,57.26,Suburban,Campuran,Ya,0.0,0
653,33,2373,40.65,Urban,Kayu,Ya,0.0,0
654,63,286,1.44,Urban,Beton,Ya,196.64,0
655,33,4252,61.0,Rural,Kayu,Tidak,0.0,0
656,66,425,2.48,Rural,Kayu,Ya,0.0,0
657,54,839,10.46,Urban,Campuran,Ya,727.64,1
658,18,3588,65.15,Urban,Beton,Ya,0.0,0
659,66,4739,36.58,Suburban,Beton,Ya,0.0,0
660,74,1601,23.75,Suburban,Beton,Tidak,0.0,0
661,39,3478,36.67,Suburban,Campuran,Ya,0.0,0
662,35,351,4.47,Urban,Kayu,Ya,322.85,1
663,68,2568,35.11,Urban,Beton,Ya,0.0,0
664,72,1386,23.94,Suburban,Campuran,Ya,0.0,0
665,37,3089,58.23,Rural,Beton,Ya,0.0,0
666,44,1027,9.22,Urban,Beton,Ya,0.0,0
667,23,2744,20.61,Suburban,Beton,Ya,0.0,0
668,56,1864,26.44,Rural,Beton,Ya,0.0,0
669,66,2273,16.19,Suburban,Beton,Ya,2042.24,1
670,53,1880,35.64,Suburban,Beton,Tidak,0.0,0
671,19,803,15.67,Urban,Beton,Ya,0.0,0
672,40,2468,39.05,Suburban,Kayu,Ya,0.0,0
673,36,3335,59.25,Suburban,Kayu,Tidak,0.0,0
674,59,3118,28.76,Rural,Kayu,Ya,0.0,0
675,32,4225,60.17,Suburban,Kayu,Ya,0.0,0
676,35,2422,26.72,Suburban,Beton,Ya,0.0,0
677,45,4529,32.77,Urban,Campuran,Ya,1983.61,0
678,37,4692,63.17,Urban,Beton,Tidak,0.0,0
679,75,2525,24.01,Suburban,Campuran,Tidak,0.0,0
680,31,2558,28.99,Suburban,Beton,Ya,1869.83,1
681,74,2971,43.06,Urban,Beton,Tidak,0.0,0
682,19,923,6.81,Urban,Kayu,Tidak,0.0,0
683,41,4602,60.54,Urban,Campuran,Tidak,0.0,0
684,29,1317,26.04,Urban,Campuran,Ya,0.0,0
685,24,272,5.33,Rural,Kayu,Ya,0.0,0
686,68,3499,41.06,Urban,Beton,Tidak,0.0,0
687,65,4176,30.03,Suburban,Beton,Ya,0.0,0
688,42,108,0.66,Urban,Campuran,Ya,0.0,0
689,44,4718,49.18,Rural,Beton,Tidak,0.0,0
690,24,2751,50.9,Urban,Kayu,Ya,0.0,0
691,70,4567,70.32,Urban,Kayu,Ya,0.0,0
692,47,371,5.55,Rural,Beton,Tidak,0.0,0
693,66,1742,17.5,Urban,Beton,Tidak,0.0,0
694,32,4383,71.73,Rural,Beton,Ya,0.0,0
695,31,4209,44.16,Rural,Kayu,Ya,0.0,0
696,70,4260,52.38,Urban,Campuran,Tidak,0.0,0
697,68,2581,14.89,Suburban,Beton,Ya,0.0,0
698,54,2919,40.21,Urban,Campuran,Ya,0.0,0
699,60,4185,79.52,Urban,Beton,Ya,0.0,0
700,67,3157,36.52,Rural,Kayu,Ya,2057.83,1
701,53,4817,33.91,Rural,Beton,Ya,3054.92,0
702,50,1692,14.42,Suburban,Kayu,Tidak,0.0,0
703,28,440,6.48,Urban,Beton,Tidak,0.0,0
704,42,4445,24.9,Urban,Beton,Ya,0.0,0
705,19,135,2.05,Rural,Beton,Ya,0.0,0
706,62,526,2.97,Suburban,Kayu,Ya,0.0,0
707,58,210,2.22,Suburban,Beton,Ya,0.0,0
708,57,3467,46.21,Rural,Kayu,Ya,0.0,0
709,40,3729,40.52,Suburban,Beton,Ya,0.0,0
710,56,3578,42.71,Rural,Beton,Tidak,0.0,0
711,48,1545,8.0,Rural,Beton,Tidak,0.0,0
712,47,555,7.86,Urban,Kayu,Ya,0.0,0
713,21,4529,28.99,Urban,Beton,Ya,0.0,0
714,72,4491,85.9,Suburban,Kayu,Ya,0.0,0
715,36,3914,51.83,Urban,Campuran,Ya,2251.08,1
716,26,4971,84.46,Suburban,Beton,Ya,0.0,0
717,60,2009,34.44,Suburban,Beton,Ya,0.0,0
718,38,2827,29.03,Urban,Campuran,Tidak,0.0,0
719,38,806,5.32,Rural,Kayu,Tidak,0.0,0
720,57,893,17.62,Rural,Beton,Tidak,0.0,0
721,51,4348,44.49,Rural,Beton,Tidak,0.0,0
722,33,4012,28.63,Suburban,Kayu,Ya,0.0,0
723,67,4762,73.72,Suburban,Beton,Ya,0.0,0
724,52,2040,12.83,Suburban,Campuran,Tidak,0.0,0
725,50,3583,18.04,Rural,Kayu,Tidak,0.0,0
726,34,1743,17.02,Suburban,Beton,Tidak,0.0,0
727,61,882,6.97,Rural,Campuran,Ya,0.0,0
728,65,859,5.47,Suburban,Beton,Tidak,0.0,0
729,52,3600,46.58,Suburban,Kayu,Tidak,0.0,0
730,52,1485,20.08,Rural,Beton,Tidak,0.0,0
731,21,3533,49.1,Urban,Kayu,Ya,2699.81,1
732,47,4742,80.88,Rural,Beton,Ya,0.0,0
733,33,3559,67.95,Urban,Beton,Ya,0.0,0
734,41,4579,30.45,Urban,Kayu,Tidak,0.0,0
735,21,2545,27.68,Urban,Beton,Ya,0.0,0
736,61,1761,18.86,Rural,Beton,Ya,0.0,0
737,65,4504,45.31,Suburban,Beton,Ya,0.0,0
738,59,2833,28.89,Rural,Campuran,Ya,0.0,0
739,44,4128,65.55,Urban,Beton,Ya,0.0,0
740,29,1202,11.77,Suburban,Campuran,Ya,0.0,0
741,58,2840,52.35,Urban,Beton,Ya,0.0,0
742,71,1106,16.74,Rural,Beton,Ya,0.0,0
743,27,2528,13.03,Suburban,Beton,Tidak,0.0,0
744,71,3718,57.33,Rural,Campuran,Ya,0.0,0
745,73,4994,57.2,Rural,Kayu,Tidak,0.0,0
746,73,1202,12.48,Urban,Beton,Tidak,0.0,0
747,53,205,1.43,Urban,Beton,Ya,0.0,0
748,31,1027,18.73,Suburban,Beton,Tidak,0.0,0
749,29,3012,15.79,Suburban,Kayu,Tidak,0.0,0
750,19,2655,31.88,Rural,Kayu,Ya,0.0,0
751,33,2820,32.11,Rural,Beton,Tidak,1386.23,1
752,45,3189,24.89,Rural,Campuran,Ya,1054.14,1
753,66,4019,43.51,Urban,Kayu,Ya,0.0,0
754,62,2165,39.48,Rural,Beton,Tidak,0.0,0
755,50,4272,65.96,Rural,Beton,Ya,0.0,0
756,45,3835,55.65,Suburban,Kayu,Ya,0.0,0
757,38,1808,25.28,Suburban,Kayu,Ya,0.0,0
758,53,3024,46.22,Urban,Beton,Tidak,0.0,0
759,57,2203,18.76,Suburban,Kayu,Ya,0.0,0
760,62,803,15.34,Rural,Kayu,Ya,346.99,1
761,33,3757,63.2,Rural,Beton,Tidak,0.0,0
762,47,1080,20.8,Urban,Kayu,Ya,0.0,0
763,59,2755,32.26,Suburban,Beton,Tidak,0.0,0
764,68,678,5.3,Rural,Beton,Ya,0.0,0
765,60,940,17.45,Suburban,Kayu,Ya,0.0,0
766,36,4989,73.07,Suburban,Beton,Ya,0.0,0
767,18,671,5.69,Suburban,Kayu,Ya,0.0,0
768,50,4067,28.07,Suburban,Kayu,Ya,0.0,0
769,73,217,2.69,Suburban,Beton,Ya,0.0,0
770,18,4503,49.5,Rural,Campuran,Ya,0.0,0
771,48,2267,30.41,Rural,Beton,Ya,0.0,0
772,31,2050,22.18,Suburban,Campuran,Ya,0.0,0
773,73,1535,18.46,Rural,Beton,Ya,1504.68,1
774,52,909,17.41,Urban,Kayu,Ya,0.0,0
775,64,3679,69.06,Suburban,Beton,Ya,0.0,0
776,29,2062,38.72,Rural,Beton,Ya,0.0,0
777,73,375,2.6,Suburban,Beton,Tidak,116.74,1
778,27,3046,51.35,Suburban,Campuran,Ya,0.0,0
779,70,769,13.68,Urban,Campuran,Tidak,0.0,0
780,28,3897,23.81,Rural,Beton,Ya,0.0,0
781,27,2021,33.46,Suburban,Campuran,Ya,0.0,0
782,55,2710,25.86,Urban,Kayu,Ya,1926.9,0
783,45,1426,23.04,Rural,Kayu,Ya,0.0,0
784,53,4826,84.23,Urban,Beton,Tidak,0.0,0
785,47,664,4.68,Urban,Beton,Ya,0.0,0
786,42,4680,77.26,Urban,Beton,Ya,0.0,0
787,26,1350,15.2,Suburban,Beton,Ya,0.0,0
788,72,3390,22.11,Suburban,Kayu,Tidak,0.0,0
789,65,1577,20.16,Rural,Kayu,Tidak,0.0,0
790,30,3415,52.69,Rural,Kayu,Ya,0.0,0
791,61,2735,37.84,Suburban,Kayu,Ya,0.0,0
792,74,3002,35.77,Suburban,Kayu,Ya,0.0,0
793,38,1906,23.69,Suburban,Beton,Ya,0.0,0
794,47,1617,19.69,Suburban,Kayu,Ya,0.0,0
795,68,600,8.09,Urban,Kayu,Ya,0.0,0
796,43,701,12.79,Urban,Beton,Ya,0.0,0
797,53,3986,21.43,Rural,Kayu,Ya,0.0,0
798,25,302,5.91,Rural,Campuran,Ya,0.0,0
799,24,911,12.49,Rural,Kayu,Ya,0.0,0
800,37,3819,47.88,Rural,Campuran,Tidak,0.0,0
801,60,3705,46.57,Suburban,Beton,Ya,0.0,0
802,59,2269,22.71,Urban,Kayu,Tidak,0.0,0
803,21,4381,34.42,Rural,Beton,Ya,0.0,0
804,31,314,5.57,Suburban,Beton,Ya,0.0,0
805,25,2045,28.89,Suburban,Beton,Ya,0.0,0
806,19,2219,36.22,Rural,Beton,Ya,0.0,0
807,41,4612,33.54,Rural,Kayu,Ya,0.0,0
808,32,4874,47.37,Rural,Kayu,Ya,2090.07,1
809,34,4707,52.26,Rural,Beton,Ya,0.0,0
810,24,4291,45.59,Rural,Beton,Tidak,0.0,0
811,28,4887,54.53,Suburban,Kayu,Tidak,0.0,0
812,69,3843,48.51,Suburban,Kayu,Tidak,0.0,0
813,24,3530,19.34,Urban,Campuran,Ya,0.0,0
814,74,1868,20.08,Urban,Beton,Ya,0.0,0
815,36,3499,37.01,Suburban,Beton,Tidak,0.0,0
816,24,4636,38.22,Urban,Campuran,Ya,0.0,0
817,66,4994,96.65,Urban,Beton,Ya,0.0,0
818,27,3003,20.99,Suburban,Kayu,Tidak,0.0,0
819,30,1569,19.11,Suburban,Beton,Ya,0.0,0
820,23,4915,55.56,Suburban,Beton,Ya,0.0,0
821,52,1817,9.16,Rural,Kayu,Ya,0.0,0
822,75,4039,75.78,Suburban,Campuran,Ya,0.0,0
823,33,602,10.15,Urban,Campuran,Ya,424.66,1
824,29,939,17.29,Urban,Kayu,Ya,0.0,0
825,62,2050,16.27,Urban,Beton,Tidak,0.0,0
826,47,1336,23.61,Suburban,Beton,Tidak,0.0,0
827,54,4913,96.95,Suburban,Campuran,Tidak,0.0,0
828,70,995,16.14,Urban,Campuran,Ya,0.0,0
829,37,116,0.74,Urban,Beton,Tidak,0.0,0
830,65,1072,19.52,Urban,Kayu,Ya,0.0,0
831,23,3470,55.18,Suburban,Campuran,Ya,0.0,0
832,71,2713,23.62,Rural,Beton,Tidak,0.0,0
833,67,186,0.99,Rural,Beton,Tidak,0.0,0
834,72,4191,36.45,Rural,Beton,Tidak,0.0,0
835,26,4454,80.01,Rural,Campuran,Ya,0.0,0
836,74,4319,54.25,Urban,Campuran,Tidak,0.0,0
837,71,3847,36.02,Suburban,Kayu,Ya,0.0,0
838,55,4078,42.75,Rural,Kayu,Tidak,0.0,0
839,57,3407,30.41,Urban,Campuran,Tidak,0.0,0
840,66,1682,25.48,Urban,Beton,Ya,0.0,0
841,34,2718,14.11,Rural,Kayu,Ya,0.0,0
842,22,2333,42.1,Urban,Campuran,Ya,0.0,0
843,54,3639,27.44,Urban,Beton,Ya,0.0,0
844,39,3622,44.26,Rural,Campuran,Tidak,0.0,0
845,24,4854,43.01,Suburban,Kayu,Tidak,0.0,0
846,27,4319,42.8,Rural,Campuran,Ya,0.0,0
847,31,1295,15.84,Suburban,Beton,Ya,0.0,0
848,51,3868,73.89,Rural,Beton,Tidak,0.0,0
849,53,567,10.65,Urban,Beton,Ya,0.0,0
850,43,395,6.8,Rural,Kayu,Tidak,0.0,0
851,33,814,13.73,Suburban,Beton,Ya,0.0,0
852,75,3118,23.66,Rural,Beton,Ya,0.0,0
853,42,3907,29.5,Suburban,Kayu,Tidak,0.0,0
854,66,4733,83.72,Urban,Kayu,Tidak,0.0,0
855,63,1113,18.03,Suburban,Campuran,Ya,0.0,0
856,63,4422,27.3,Rural,Beton,Ya,0.0,0
857,60,519,10.26,Suburban,Kayu,Ya,0.0,0
858,35,4794,61.28,Urban,Kayu,Ya,0.0,0
859,41,1801,29.16,Suburban,Kayu,Ya,0.0,0
860,45,3162,22.37,Urban,Beton,Ya,0.0,0
861,42,199,2.43,Urban,Beton,Ya,0.0,0
862,55,703,7.19,Suburban,Kayu,Ya,0.0,0
863,26,2049,15.85,Urban,Beton,Ya,0.0,0
864,28,1310,20.64,Rural,Kayu,Ya,0.0,0
865,29,4053,40.8,Suburban,Campuran,Tidak,0.0,0
866,75,918,5.35,Urban,Beton,Ya,0.0,0
867,36,932,5.59,Rural,Beton,Ya,0.0,0
868,44,721,6.12,Urban,Kayu,Tidak,0.0,0
869,43,2393,19.19,Suburban,Campuran,Ya,0.0,0
870,24,4381,41.54,Suburban,Kayu,Tidak,0.0,0
871,46,2456,38.67,Urban,Beton,Ya,0.0,0
872,19,522,4.2,Urban,Kayu,Ya,427.19,1
873,25,3164,33.84,Suburban,Beton,Ya,0.0,0
874,51,1128,6.79,Rural,Beton,Ya,0.0,0
875,61,3179,59.31,Urban,Beton,Ya,2716.99,1
876,26,1842,17.17,Rural,Beton,Tidak,0.0,0
877,27,2326,15.27,Urban,Campuran,Ya,0.0,0
878,71,748,9.74,Urban,Beton,Ya,0.0,0
879,37,360,4.24,Rural,Kayu,Ya,0.0,0
880,29,1740,16.37,Suburban,Campuran,Ya,0.0,0
881,35,4801,52.03,Suburban,Beton,Ya,0.0,0
882,27,3966,52.45,Suburban,Beton,Ya,0.0,0
883,23,988,7.14,Urban,Kayu,Ya,0.0,0
884,23,377,6.13,Urban,Beton,Ya,0.0,0
885,49,4142,22.02,Suburban,Campuran,Ya,0.0,0
886,42,1814,24.53,Rural,Beton,Tidak,0.0,0
887,57,574,4.21,Urban,Beton,Ya,0.0,0
888,46,3330,53.21,Suburban,Beton,Tidak,0.0,0
889,51,1649,24.74,Urban,Kayu,Ya,0.0,0
890,25,3773,53.55,Rural,Campuran,Tidak,0.0,0
891,37,4013,22.12,Rural,Beton,Tidak,0.0,0
892,38,3870,64.53,Rural,Beton,Ya,2653.81,1
893,31,500,8.3,Suburban,Beton,Tidak,0.0,0
894,29,832,9.83,Urban,Beton,Ya,0.0,0
895,56,2133,34.14,Rural,Kayu,Tidak,0.0,0
896,26,4814,50.24,Suburban,Kayu,Tidak,0.0,0
897,45,3690,20.24,Urban,Beton,Ya,0.0,0
898,65,1096,10.73,Rural,Campuran,Ya,0.0,0
899,23,3274,59.95,Suburban,Kayu,Ya,0.0,0
900,38,4965,40.65,Suburban,Beton,Ya,0.0,0
901,68,4619,63.87,Suburban,Beton,Ya,0.0,0
902,28,4212,39.71,Urban,Beton,Ya,3860.9,0
903,39,2636,46.8,Rural,Beton,Tidak,0.0,0
904,31,4003,30.29,Urban,Kayu,Ya,0.0,0
905,75,1213,15.82,Rural,Beton,Ya,0.0,0
906,36,2976,57.24,Urban,Campuran,Ya,0.0,0
907,33,3679,32.06,Suburban,Beton,Ya,0.0,0
908,58,276,2.08,Suburban,Campuran,Ya,0.0,0
909,55,3211,39.0,Urban,Beton,Tidak,0.0,0
910,20,4624,65.86,Rural,Kayu,Ya,0.0,0
911,37,3121,52.95,Urban,Beton,Ya,0.0,0
912,35,2703,17.16,Rural,Beton,Ya,0.0,0
913,44,868,14.64,Suburban,Beton,Ya,0.0,0
914,61,4485,70.42,Urban,Kayu,Ya,0.0,0
915,61,4565,39.52,Urban,Kayu,Ya,0.0,0
916,23,2335,29.3,Urban,Beton,Tidak,0.0,0
917,43,1493,14.93,Rural,Campuran,Tidak,0.0,0
918,61,1606,11.03,Rural,Beton,Tidak,0.0,0
919,71,4807,83.08,Suburban,Beton,Ya,0.0,0
920,24,4117,79.45,Rural,Kayu,Ya,0.0,0
921,58,169,0.99,Suburban,Kayu,Tidak,0.0,0
922,41,2309,29.12,Suburban,Beton,Tidak,0.0,0
923,54,4485,83.86,Urban,Campuran,Ya,0.0,0
924,67,1167,8.85,Suburban,Beton,Tidak,0.0,0
925,28,4990,91.5,Urban,Beton,Tidak,0.0,0
